"","site","date","prod_vol_purch","prod_type","prod_vol_avail_upcyc","prod_type_unavail_upcyc","prod_vol_unavail_upcyc","meal_period","meal_swipes","recipe_served","prod_vol_in_recipe","recipe_cost","recipe_servings","displaced_recipe","displaced_recipe_vol","displaced_recipe_cost","displaced_recipe_servings","case_when(...)"
"593","university of michigan","Nov 21",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","university of michigan","Nov 22",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","university of michigan","Nov 22",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","university of michigan","Nov 22",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","university of north texas","Oct 23",NA,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"598","university of north texas","Oct 23",NA,"",NA,"",NA,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"599","university of north texas","Oct 23",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"600","university of north texas","Oct 24",NA,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"601","university of north texas","Oct 24",NA,"",NA,"",NA,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"602","university of north texas","Oct 24",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"603","university of north texas","Oct 25",40,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"604","university of north texas","Oct 25",NA,"Basmati Rice",8.5,"",0,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"605","university of north texas","Oct 25",NA,"",NA,"",NA,"Dinner ",269,"Basmati Taboulleh Salad",8.5,NA,NA,NA,NA,NA,NA,NA
"606","university of north texas","Oct 26",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"607","university of north texas","Oct 26",NA,"Navy Beans",9.25,"",0,"Lunch ",303,"Pesto Navy Beans with Tomato",9.25,NA,NA,NA,NA,NA,NA,NA
"608","university of north texas","Oct 26",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"609","university of north texas","Oct 27",50,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"610","university of north texas","Oct 27",NA,"Pinto Beans",9.75,"",0,"Lunch ",355,"Spicy Refried Beans",9.75,NA,NA,NA,NA,NA,NA,NA
"611","university of north texas","Oct 27",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"612","university of north texas","Oct 30",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"613","university of north texas","Oct 30",NA,"Red Lentils",4.5,"",0,"Lunch ",425,"Coconut Red Lentil Stew",4.5,NA,NA,NA,NA,NA,NA,NA
"614","university of north texas","Oct 30",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"615","university of north texas","Oct 31",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"616","university of north texas","Oct 31",NA,"Adzuki Beans",5.25,"",0,"Lunch ",322," Sweet Red Bean Bao Bun",5.25,NA,NA,NA,NA,NA,NA,NA
"617","university of north texas","Oct 31",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"618","university of north texas","Nov 1",50,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"619","university of north texas","Nov 1",NA,"Chickpeas",4.5,"",0,"Lunch ",395,"Indian Curry Hummus",4.5,NA,NA,NA,NA,NA,NA,NA
"620","university of north texas","Nov 1",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"621","university of north texas","Nov 2",30,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"622","university of north texas","Nov 2",NA,"Polenta",6,"",0,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"623","university of north texas","Nov 2",NA,"",NA,"",NA,"Dinner ",422,"Grilled Polenta with House Kale Pesto",6,NA,NA,NA,NA,NA,NA,NA
"624","university of north texas","Nov 3",50,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"625","university of north texas","Nov 3",NA,"Black Beans",8.25,"",0,"Lunch ",298,"Spicy Black Bean Dip",8.25,NA,NA,NA,NA,NA,NA,NA
"626","university of north texas","Nov 3",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"627","university of north texas","Nov 6",15,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"628","university of north texas","Nov 6",NA,"Barley",4,"",0,"Lunch ",355,"MG Barley Risotto",4,NA,NA,NA,NA,NA,NA,NA
"629","university of north texas","Nov 6",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"630","university of north texas","Nov 7",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"631","university of north texas","Nov 7",NA,"Farro",5.5,"",0,"Lunch ",365,"Fall Farro Salad",5.5,NA,NA,NA,NA,NA,NA,NA
"632","university of north texas","Nov 7",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"633","university of north texas","Nov 8",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"634","university of north texas","Nov 8",NA,"Golden Lentils",6.5,"",0,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"635","university of north texas","Nov 8",NA,"",NA,"",NA,"Dinner ",455,"Lentil & Potato Patty",6.5,NA,NA,NA,NA,NA,NA,NA
"636","university of north texas","Nov 9",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"637","university of north texas","Nov 9",NA,"Black Eyed Peas",5,"",0,"Lunch ",265,"Texas Caviar",5,NA,NA,NA,NA,NA,NA,NA
"638","university of north texas","Nov 9",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"639","university of north texas","Nov 10",50,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"640","university of north texas","Nov 10",NA,"Pinto Beans",4.5,"",0,"Lunch ",366,"Spicy Kale & Pinto Bean Stew",4.5,NA,NA,NA,NA,NA,NA,NA
"641","university of north texas","Nov 10",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"642","university of north texas","Nov 13",25,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"643","university of north texas","Nov 13",NA,"Wild Rice Blend",8,"",0,"Lunch ",435,"Wild Rice Salad",8,NA,NA,NA,NA,NA,NA,NA
"644","university of north texas","Nov 13",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"645","university of north texas","Nov14",50,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"646","university of north texas","Nov14",NA,"Short Grain Rice",6.25,"",0,"Lunch ",366,"Griddled Rice Cakes",6.25,NA,NA,NA,NA,NA,NA,NA
"647","university of north texas","Nov14",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"648","university of north texas","Nov15",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"649","university of north texas","Nov15",NA,"Split Peas",5,"",0,"Lunch ",378,"Split Peas Soup",5,NA,NA,NA,NA,NA,NA,NA
"650","university of north texas","Nov15",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"651","university of north texas","Nov 16",25,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"652","university of north texas","Nov 16",NA,"Arborio Rice",5.25,"",0,"Lunch ",NA,"Fried Arancini with Farm Basil Pesto",5.25,NA,NA,NA,NA,NA,NA,NA
"653","university of north texas","Nov 16",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"654","university of north texas","Nov 17",25,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"655","university of north texas","Nov 17",NA,"Par Boiled Rice",6,"",0,"Lunch ",465,"Mexican Rice Salad",6,NA,NA,NA,NA,NA,NA,NA
"656","university of north texas","Nov 17",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"657","university of north texas","Nov 20",20,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"658","university of north texas","Nov 20",NA,"Kidney Beans",5.25,"",0,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"659","university of north texas","Nov 20",NA,"",NA,"",NA,"Dinner ",175,"Old Fashioned Kidney Bean Salad",5.25,NA,NA,NA,NA,NA,NA,NA
"660","university of north texas","Nov 21",25,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"661","university of north texas","Nov 21",NA,"Grits",6,"",0,"Lunch ",168,"Fried Grit Cakes",6,NA,NA,NA,NA,NA,NA,NA
"662","university of north texas","Nov 21",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"663","university of north texas","Nov 22",NA,"",NA,"",NA,"Breakfast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"664","university of north texas","Nov 22",NA,"",NA,"",NA,"Lunch ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"665","university of north texas","Nov 22",NA,"",NA,"",NA,"Dinner ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"666","university of reading","Oct 23",NA,"",NA,"",NA,"Breakfast",35,"",NA,NA,NA,NA,NA,NA,NA,NA
"667","university of reading","Oct 23",NA,"",NA,"",NA,"Lunch ",322,"",NA,NA,NA,NA,NA,NA,NA,NA
"668","university of reading","Oct 23",NA,"",NA,"",NA,"Dinner ",123,"",NA,NA,NA,NA,NA,NA,NA,NA
"669","university of reading","Oct 24",NA,"onion root",0,"2kg",NA,"Breakfast",32,"Onion seasoning",NA,NA,NA,NA,NA,NA,NA,NA
"670","university of reading","Oct 24",NA,"onion skin",NA,"",NA,"Lunch ",357,"",NA,NA,NA,NA,NA,NA,NA,NA
"671","university of reading","Oct 24",NA,"",NA,"",NA,"Dinner ",131,"",NA,NA,NA,NA,NA,NA,NA,NA
"672","university of reading","Oct 25",NA,"",NA,"",NA,"Breakfast",22,"",NA,NA,NA,NA,NA,NA,NA,NA
"673","university of reading","Oct 25",NA,"",NA,"",NA,"Lunch ",328,"",NA,NA,NA,NA,NA,NA,NA,NA
"674","university of reading","Oct 25",NA,"",NA,"",NA,"Dinner ",191,"",NA,NA,NA,NA,NA,NA,NA,NA
"675","university of reading","Oct 26",NA,"",NA,"",NA,"Breakfast",14,"",NA,NA,NA,NA,NA,NA,NA,NA
"676","university of reading","Oct 26",NA,"",NA,"",NA,"Lunch ",289,"",NA,NA,NA,NA,NA,NA,NA,NA
"677","university of reading","Oct 26",NA,"",NA,"",NA,"Dinner ",105,"",NA,NA,NA,NA,NA,NA,NA,NA
"678","university of reading","Oct 27",NA,"onion root",NA,"2.5kg",NA,"Breakfast",36,"Onion seasoning",NA,NA,NA,NA,NA,NA,NA,NA
"679","university of reading","Oct 27",NA,"onion skin",NA,"",NA,"Lunch ",369,"",NA,NA,NA,NA,NA,NA,NA,NA
"680","university of reading","Oct 27",NA,"",NA,"",NA,"Dinner ",97,"",NA,NA,NA,NA,NA,NA,NA,NA
"681","university of reading","Oct 30",NA,"Onion skin",NA,"",NA,"Breakfast",19,"Onion seasoning",NA,NA,NA,NA,NA,NA,NA,NA
"682","university of reading","Oct 30",NA,"Onion root",NA,"Root",0.7,"Lunch ",207,"",NA,NA,NA,NA,NA,NA,NA,NA
"683","university of reading","Oct 30",NA,"",0,"",NA,"Dinner ",59,"",NA,NA,NA,NA,NA,NA,NA,NA
"684","university of reading","Oct 31",NA,"Skin",NA,"",NA,"Breakfast",18,"Onion seasoning",NA,NA,NA,NA,NA,NA,NA,NA
"685","university of reading","Oct 31",NA,"Root",NA,"Root",0.5,"Lunch ",257,"",NA,NA,NA,NA,NA,NA,NA,NA
"686","university of reading","Oct 31",NA,"",0,"",NA,"Dinner ",45,"",NA,NA,NA,NA,NA,NA,NA,NA
"687","university of reading","Nov 1",NA,"Kale Stalk ",NA,"0",0,"Breakfast",15,"",NA,NA,NA,NA,NA,NA,NA,NA
"688","university of reading","Nov 1",NA,"Leaf",NA,"0",NA,"Lunch ",106,"Kale Pesto ",NA,NA,NA,NA,NA,NA,NA,NA
"689","university of reading","Nov 1",NA,"Stalk",NA,"0",NA,"Dinner ",39,"",NA,NA,NA,NA,NA,NA,NA,NA
"690","university of reading","Nov 2",NA,"brocolli stalk",NA,"",NA,"Breakfast",22,"Kale Pesto ",NA,NA,NA,NA,NA,NA,NA,NA
"691","university of reading","Nov 2",NA,"kale leaf",NA,"",NA,"Lunch ",95,"",NA,NA,NA,NA,NA,NA,NA,NA
"692","university of reading","Nov 2",NA,"Kale Stalk ",NA,"",NA,"Dinner ",47,"",NA,NA,NA,NA,NA,NA,NA,NA
"693","university of reading","Nov 3",NA,"cauliflower root",NA,"",NA,"Breakfast",19,"",NA,NA,NA,NA,NA,NA,NA,NA
"694","university of reading","Nov 3",NA,"cauliflower leaves",NA,"",NA,"Lunch ",104,"",NA,NA,NA,NA,NA,NA,NA,NA
"695","university of reading","Nov 3",NA,"",NA,"",NA,"Dinner ",37,"",NA,NA,NA,NA,NA,NA,NA,NA
"696","university of reading","Nov 6",NA,"onion skin",NA,"",NA,"Breakfast",36,"Onion seasoning",NA,NA,NA,NA,NA,NA,NA,NA
"697","university of reading","Nov 6",NA,"kale stalk ",NA,"",NA,"Lunch ",318,"Kale pesto",NA,NA,NA,NA,NA,NA,NA,NA
"698","university of reading","Nov 6",NA,"",NA,"",NA,"Dinner ",119,"",NA,NA,NA,NA,NA,NA,NA,NA
"699","university of reading","Nov 7",NA,"",NA,"",NA,"Breakfast",49,"",NA,NA,NA,NA,NA,NA,NA,NA
"700","university of reading","Nov 7",NA,"",NA,"",NA,"Lunch ",307,"",NA,NA,NA,NA,NA,NA,NA,NA
"701","university of reading","Nov 7",NA,"",NA,"",NA,"Dinner ",120,"",NA,NA,NA,NA,NA,NA,NA,NA
"702","university of reading","Nov 8",NA,"",NA,"",NA,"Breakfast",25,"",NA,NA,NA,NA,NA,NA,NA,NA
"703","university of reading","Nov 8",NA,"",NA,"",NA,"Lunch ",272,"",NA,NA,NA,NA,NA,NA,NA,NA
"704","university of reading","Nov 8",NA,"",NA,"",NA,"Dinner ",77,"",NA,NA,NA,NA,NA,NA,NA,NA
"705","university of reading","Nov 9",NA,"Kale stalk ",NA,"",NA,"Breakfast",25,"Kale pesto",NA,NA,NA,NA,NA,NA,NA,NA
"706","university of reading","Nov 9",NA,"",NA,"",NA,"Lunch ",301,"",NA,NA,NA,NA,NA,NA,NA,NA
"707","university of reading","Nov 9",NA,"",NA,"",NA,"Dinner ",125,"",NA,NA,NA,NA,NA,NA,NA,NA
"708","university of reading","Nov 10",NA,"Broccoli Stalk ",NA,"",NA,"Breakfast",21,"Broccoli risotto",NA,NA,NA,NA,NA,NA,NA,NA
"709","university of reading","Nov 10",NA,"",NA,"",NA,"Lunch ",278,"",NA,NA,NA,NA,NA,NA,NA,NA
"710","university of reading","Nov 10",NA,"",NA,"",NA,"Dinner ",90,"",NA,NA,NA,NA,NA,NA,NA,NA
"711","university of reading","Nov 13",NA,"",NA,"",NA,"Breakfast",33,"",NA,NA,NA,NA,NA,NA,NA,NA
"712","university of reading","Nov 13",NA,"",NA,"",NA,"Lunch ",324,"",NA,NA,NA,NA,NA,NA,NA,NA
"713","university of reading","Nov 13",NA,"",NA,"",NA,"Dinner ",123,"",NA,NA,NA,NA,NA,NA,NA,NA
"714","university of reading","Nov14",NA,"Broccoli Stalk",NA,"",NA,"Breakfast",25,"",NA,NA,NA,NA,NA,NA,NA,NA
"715","university of reading","Nov14",NA,"Onion Peel",NA,"",NA,"Lunch ",299,"",NA,NA,NA,NA,NA,NA,NA,NA
"716","university of reading","Nov14",NA,"Onion Root",NA,"2kg",NA,"Dinner ",115,"",NA,NA,NA,NA,NA,NA,NA,NA
"717","university of reading","Nov15",NA,"Cauliflower leaf",NA,"",NA,"Breakfast",29,"",NA,NA,NA,NA,NA,NA,NA,NA
"718","university of reading","Nov15",NA,"Cauliflower root",NA,"1.5kg",NA,"Lunch ",265,"",NA,NA,NA,NA,NA,NA,NA,NA
"719","university of reading","Nov15",NA,"",NA,"",NA,"Dinner ",80,"",NA,NA,NA,NA,NA,NA,NA,NA
"720","university of reading","Nov 16",NA,"",NA,"",NA,"Breakfast",35,"",NA,NA,NA,NA,NA,NA,NA,NA
"721","university of reading","Nov 16",NA,"",NA,"",NA,"Lunch ",283,"",NA,NA,NA,NA,NA,NA,NA,NA
"722","university of reading","Nov 16",NA,"",NA,"",NA,"Dinner ",99,"",NA,NA,NA,NA,NA,NA,NA,NA
"723","university of reading","Nov 17",NA,"Onion Skin",NA,"",NA,"Breakfast",27,"",NA,NA,NA,NA,NA,NA,NA,NA
"724","university of reading","Nov 17",NA,"Onion Root ",NA,"1.5kg",NA,"Lunch ",335,"",NA,NA,NA,NA,NA,NA,NA,NA
"725","university of reading","Nov 17",NA,"Broccoli Stalk",NA,"",NA,"Dinner ",84,"Broccoli risotto",NA,NA,NA,NA,NA,NA,NA,NA
"726","university of reading","Nov 20",NA,"",NA,"",NA,"Breakfast",31,"",NA,NA,NA,NA,NA,NA,NA,NA
"727","university of reading","Nov 20",NA,"",NA,"",NA,"Lunch ",378,"",NA,NA,NA,NA,NA,NA,NA,NA
"728","university of reading","Nov 20",NA,"",NA,"",NA,"Dinner ",102,"",NA,NA,NA,NA,NA,NA,NA,NA
"729","university of reading","Nov 21",NA,"",NA,"",NA,"Breakfast",33,"",NA,NA,NA,NA,NA,NA,NA,NA
"730","university of reading","Nov 21",NA,"",NA,"",NA,"Lunch ",376,"",NA,NA,NA,NA,NA,NA,NA,NA
"731","university of reading","Nov 21",NA,"",NA,"",NA,"Dinner ",100,"",NA,NA,NA,NA,NA,NA,NA,NA
"732","university of reading","Nov 22",NA,"Kale Stalk",NA,"",NA,"Breakfast",42,"",NA,NA,NA,NA,NA,NA,NA,NA
"733","university of reading","Nov 22",NA,"Broccoli Stalk ",NA,"",NA,"Lunch ",310,"",NA,NA,NA,NA,NA,NA,NA,NA
"734","university of reading","Nov 22",NA,"",NA,"",NA,"Dinner ",66,"",NA,NA,NA,NA,NA,NA,NA,NA
"735","vanderbilt university","Oct 23",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","vanderbilt university","Oct 23",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","vanderbilt university","Oct 23",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","vanderbilt university","Oct 24",NA,"Cilantro",NA,"1/2 Lb",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","vanderbilt university","Oct 24",NA,"Broccoli",NA,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","vanderbilt university","Oct 24",NA,"Green onion",NA,"1 LB",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","vanderbilt university","Oct 25",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","vanderbilt university","Oct 25",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","vanderbilt university","Oct 25",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","vanderbilt university","Oct 26",NA,"Cilantro",NA,"Zero",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","vanderbilt university","Oct 26",NA,"Broccoli",NA,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","vanderbilt university","Oct 26",NA,"Green onion",NA,"1.5 Lbs",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","vanderbilt university","Oct 27",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","vanderbilt university","Oct 27",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","vanderbilt university","Oct 27",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","vanderbilt university","Oct 30",NA,"Cilantro",NA,"1/2 Lb",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","vanderbilt university","Oct 30",NA,"Broccoli",NA,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","vanderbilt university","Oct 30",NA,"Green onion",NA,"1 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","vanderbilt university","Oct 31",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","vanderbilt university","Oct 31",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","vanderbilt university","Oct 31",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","vanderbilt university","Nov 1",62,"Cilantro",NA,"1/2 Lb",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","vanderbilt university","Nov 1",NA,"Broccoli",NA,"Zero ",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","vanderbilt university","Nov 1",NA,"Green Onion",NA,"1 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","vanderbilt university","Nov 2",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","vanderbilt university","Nov 2",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","vanderbilt university","Nov 2",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","vanderbilt university","Nov 3",67,"Cilantro",NA,".75 Lbs",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","vanderbilt university","Nov 3",NA,"Broccoli ",NA,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","vanderbilt university","Nov 3",NA,"Green onion",NA,"1 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","vanderbilt university","Nov 6",142,"Cilantro",0,"Zero",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","vanderbilt university","Nov 6",NA,"Broccoli ",21,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","vanderbilt university","Nov 6",NA,"Green onion ",NA,"1 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","vanderbilt university","Nov 7",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","vanderbilt university","Nov 7",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","vanderbilt university","Nov 7",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","vanderbilt university","Nov 8",80,"Cilantro",NA,"1/2 Lb",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","vanderbilt university","Nov 8",NA,"Broccoli ",9,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","vanderbilt university","Nov 8",NA,"Green onion",NA,"1 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","vanderbilt university","Nov 9",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","vanderbilt university","Nov 9",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","vanderbilt university","Nov 9",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","vanderbilt university","Nov 10",67,"Cilantro",NA,".25 Lbs",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","vanderbilt university","Nov 10",NA,"Broccoli ",9,"Zero",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","vanderbilt university","Nov 10",NA,"Green onion ",NA,"1/2 Lb",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","vanderbilt university","Nov 13",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","vanderbilt university","Nov 13",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","vanderbilt university","Nov 13",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","vanderbilt university","Nov14",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","vanderbilt university","Nov14",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","vanderbilt university","Nov14",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","vanderbilt university","Nov15",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","vanderbilt university","Nov15",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","vanderbilt university","Nov15",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","vanderbilt university","Nov 16",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","vanderbilt university","Nov 16",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","vanderbilt university","Nov 16",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","vanderbilt university","Nov 17",NA,"",NA,"",NA,"Breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","vanderbilt university","Nov 17",NA,"",NA,"",NA,"Lunch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","vanderbilt university","Nov 17",NA,"",NA,"",NA,"Dinner ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
